1,3600,,4,1447
1,3570,,1,1398
3,3450,,2,1350
5,3286,,2,1346
5,3117,,2,1330
1,1198,,,
7,1196,,,
3,1050,,,
2,925,,,
1,898,,,
3,896,,,
8,813,,,
2,720,,,
1,600,,,
2,596,,,
